дата,число,месяц,год,время,часы,S1CO2,S2CO2,S3CO2,S4CO2,S5CO2,S6CO2,S7CO2,S8CO2
09/12/11 3:00,9,12,2011,3:00:01 AM,3.0,414.236664,419.693359,423.713348,430.963348,434.293335,434.446655,435,435.636627
09/12/11 3:30,9,12,2011,3:30:01 AM,3.5,418.48999,422.013336,425.113312,433.860016,438.773315,438.209991,438.626678,439.963287
09/12/11 4:00,9,12,2011,4:00:01 AM,4.0,420.15332,424.170013,426.766693,435.256683,438.706665,438.91333,439.176666,439.823334
09/12/11 4:30,9,12,2011,4:30:01 AM,4.5,420.646637,425.23999,430.463348,440.119995,442.699982,442.203339,442.476654,443.43335
09/12/11 5:00,9,12,2011,5:00:01 AM,5.0,421.73999,427.476654,434.376678,445.199982,447.5,447.17334,447.463348,448.34668
09/12/11 5:30,9,12,2011,5:30:01 AM,5.5,423.036652,430.193359,442.106689,447.65332,450.513336,450.040009,450.01001,450.833344
09/12/11 6:00,9,12,2011,6:00:01 AM,6.0,422.860016,431.516693,442.946686,450.556671,452.563324,451.396637,451.606659,452.31665
09/12/11 6:30,9,12,2011,6:30:01 AM,6.5,422.48999,429.93335,440.226685,449.81665,452.463348,451.903351,452.02002,453.160004
09/12/11 7:00,9,12,2011,7:00:01 AM,7.0,421.873322,425.829987,436.266693,447.573334,449.769989,448.916656,449.266632,449.709991
09/12/11 7:30,9,12,2011,7:30:01 AM,7.5,416.993317,419,420.883331,440.119995,448.866699,447.819977,448,448.930023
09/12/11 8:00,9,12,2011,8:00:01 AM,8.0,410.946655,411.609985,410.51001,417.670013,438.529999,442.103363,443.209991,444.819977
09/12/11 8:30,9,12,2011,8:30:01 AM,8.5,405.213348,405.300018,403.676666,404.23999,413.556671,427.696686,431.910004,435.213348
09/12/11 9:00,9,12,2011,9:00:01 AM,9.0,400.023315,400.023315,398.893311,399.316681,407.050018,421.283356,425.426666,429.189972
09/12/11 9:30,9,12,2011,9:30:01 AM,9.5,395.553345,388.609985,387.525024,387.775024,393.88501,412.220001,418.220001,423.984985
09/12/11 10:00,9,12,2011,10:00:01 AM,10.0,387.475006,386.705017,385.640015,385.015015,388.380005,400.265015,407.804993,412.940002
09/12/11 10:30,9,12,2011,10:30:01 AM,10.5,385.804993,385.11499,383.964996,385.065002,388.880005,399.025024,406.975006,412.970001
09/12/11 11:00,9,12,2011,11:00:01 AM,11.0,383.075012,381.945007,380.744995,381.47998,386.799988,396.525024,403.575012,409.609985
09/12/11 11:30,9,12,2011,11:30:01 AM,11.5,382.359985,380.890015,379.75,379.600006,382.755005,388.804993,397.804993,407.205017
09/12/11 12:00,9,12,2011,12:00:01 PM,12.0,382.369995,381.015015,379.994995,380.609985,385.590027,388.86499,396.174988,402.450012
09/12/11 12:30,9,12,2011,12:30:01 PM,12.5,381.179993,379.649994,378.224976,377.974976,386.619995,392.679993,398.494995,406.559998
09/12/11 13:00,9,12,2011,1:00:01 PM,13.0,380.140015,378.72998,377.774994,378.034973,384.600006,390.570007,399.76001,406.88501
09/12/11 13:30,9,12,2011,1:30:01 PM,13.5,379.38501,377.63501,376.279999,374.774994,379.609985,386.440002,396.165009,404.710022
09/12/11 14:00,9,12,2011,2:00:01 PM,14.0,377.274994,375.605011,373.73999,371.955017,379.77002,387.029999,395.835022,404.169983
09/12/11 14:30,9,12,2011,2:30:01 PM,14.5,376.896698,375.359985,374.286713,372.386688,375.886688,384.67334,398.686676,412.050018
09/12/11 15:00,9,12,2011,3:00:01 PM,15.0,376.17334,374.529999,373.206665,371.483368,382.366669,389.5,397.743317,408.703339
09/12/11 15:30,9,12,2011,3:30:01 PM,15.5,375.313324,373.843353,372.01001,369.630005,377.09668,386.689972,398.800018,411.763336
09/12/11 16:00,9,12,2011,4:00:01 PM,16.0,375.699982,373.803345,372.093353,370.533325,379.389984,389.986664,405.670013,420.126678
09/12/11 16:30,9,12,2011,4:30:02 PM,16.5,376.893311,375.273315,374.309967,371.603363,376.406647,390.553314,405.92334,418.190033
09/12/11 17:00,9,12,2011,5:00:02 PM,17.0,378.33667,377.309967,376.91333,374.860016,380.81665,390.609985,404.5,418.176666
09/12/11 17:30,9,12,2011,5:30:02 PM,17.5,381.319977,380.783356,381.106689,383.98999,391.933319,395.343353,404.399994,412.236664
09/12/11 18:00,9,12,2011,6:00:02 PM,18.0,384.896637,385.036652,386.233307,392.060028,395.363373,400.926666,404.376678,408.84668
09/12/11 18:30,9,12,2011,6:30:02 PM,18.5,387.986664,388.573334,389.833344,396.889984,405.219971,404.563324,407.339996,410.699982
09/12/11 19:00,9,12,2011,7:00:02 PM,19.0,390.313324,391.296661,393.360016,403.33667,409.916656,410.93335,413.149994,415.516693
09/12/11 19:30,9,12,2011,7:30:02 PM,19.5,392.730011,393.98999,396.273346,406.186676,412.569977,414.01001,416.180023,418.053345
09/12/11 20:00,9,12,2011,8:00:02 PM,20.0,395.73999,397.949982,399.900024,410.286652,420.886627,422.063324,423.906647,426.813324
09/12/11 20:30,9,12,2011,8:30:02 PM,20.5,396.533325,398.670013,404.339996,411.283356,417.83667,419.926666,420.723358,422.616669
09/12/11 21:00,9,12,2011,9:00:02 PM,21.0,398.949982,404.329987,410.449982,415.296661,421.550018,422.693329,423.75,425.476654
09/12/11 21:30,9,12,2011,9:30:02 PM,21.5,401.166656,404.993317,409.300018,422.003326,428.083344,427.219971,427.519989,428.806671
09/12/11 22:00,9,12,2011,10:00:02 PM,22.0,402.176666,404.97998,408.829987,419.883331,424.876678,424.176666,424.75,426.309967
09/12/11 22:30,9,12,2011,10:30:02 PM,22.5,401.84668,405.276703,410.40332,420.22998,424.040009,425.149994,425.920013,427.600006
09/12/11 23:00,9,12,2011,11:00:02 PM,23.0,400.486664,403.313324,406.693329,416.123322,420.623322,421.323334,421.773315,423.056671
09/12/11 23:30,9,12,2011,11:30:02 PM,23.5,402.306641,404.766693,408.186676,417.893311,421.83667,421.940033,422.97998,424.75
10/12/11 0:00,10,12,2011,12:00:02 AM,0.0,403.589996,406.07666,408.27002,418.870026,425.573334,424.666656,425.713287,427.149994
10/12/11 0:30,10,12,2011,12:30:02 AM,0.5,402.269989,404.243317,406.006683,414.366669,423.773346,425.693329,425.993317,427.493317
10/12/11 1:00,10,12,2011,1:00:02 AM,1.0,401.746674,403.406647,405.746674,417.699982,422.90332,422.396637,422.966675,424.563324
10/12/11 1:30,10,12,2011,1:30:02 AM,1.5,403.223358,405.563324,407.283325,414.630005,420.573334,420.906647,421.67334,422.756683
10/12/11 2:00,10,12,2011,2:00:02 AM,2.0,404.206665,407.013336,409.593353,420.160004,424.380005,425.393341,425.856689,426.849976
10/12/11 2:30,10,12,2011,2:30:02 AM,2.5,403.670013,406.396637,410.196686,420.059967,426.089996,425.100006,425.366669,426.383301
10/12/11 3:00,10,12,2011,3:00:02 AM,3.0,403.626617,406.959991,412.713348,422.736664,425.823334,426.333344,426.93335,427.790009
10/12/11 3:30,10,12,2011,3:30:02 AM,3.5,405.083344,409.463348,412.850006,423.893341,429.996674,429.116669,429.65332,430.803345
10/12/11 4:00,10,12,2011,4:00:02 AM,4.0,404.406647,408.06665,412.476685,424.523346,427.866669,427.266693,427.82666,428.680023
10/12/11 4:30,10,12,2011,4:30:02 AM,4.5,403.976685,408.226654,416.746674,430.353363,432.963348,432.343353,432.91333,433.880005
10/12/11 5:00,10,12,2011,5:00:02 AM,5.0,405.563354,411.926666,419.589996,437.473358,439.526703,438.456665,438.613312,439.613312
10/12/11 5:30,10,12,2011,5:30:02 AM,5.5,405.983368,414.456665,434.319977,438.693329,440.886688,440.036652,440.420013,441.199982
10/12/11 6:00,10,12,2011,6:00:02 AM,6.0,405.43335,420.686676,435.779999,444.283356,446.763306,445.720001,446.026703,447.200043
10/12/11 6:30,10,12,2011,6:30:02 AM,6.5,409.683319,420.093353,431.800018,446.056641,450.343353,450.27002,450.529999,451.480011
10/12/11 7:00,10,12,2011,7:00:02 AM,7.0,409.036652,421.656647,436.093353,447.15332,447.980011,447.503326,448.139984,448.696686
10/12/11 7:30,10,12,2011,7:30:02 AM,7.5,412.543304,421.123322,426.276703,445.743317,455.40332,455.776703,456.643311,457.526703
10/12/11 8:00,10,12,2011,8:00:02 AM,8.0,410.996674,412.633331,412.303345,423.643341,452.056641,457.873322,459.736664,461.573334
10/12/11 8:30,10,12,2011,8:30:02 AM,8.5,401.333344,401.07666,399.536652,401.58667,417.26001,431.156647,436.350006,440.833344
10/12/11 9:00,10,12,2011,9:00:02 AM,9.0,395.67334,395.22998,394.829987,400.269989,411.303314,424.58667,429.066681,432.766693
10/12/11 9:30,10,12,2011,9:30:02 AM,9.5,390.420013,389.889984,388.743317,391.166656,397.776703,416.493317,423.786652,429.583344
10/12/11 10:00,10,12,2011,10:00:02 AM,10.0,387.560028,386.356689,385.200043,384.973358,389.866669,402.360016,409.563324,414.773346
10/12/11 10:30,10,12,2011,10:30:02 AM,10.5,384.649994,383.589996,382.18335,383.603363,387.959991,397.110016,405.42334,410.523346
10/12/11 11:00,10,12,2011,11:00:02 AM,11.0,381.266693,380.146637,378.666656,379.859985,384.809967,395.006683,401.976685,407.376678
10/12/11 11:30,10,12,2011,11:30:02 AM,11.5,381.349976,380.073334,378.956665,379.103363,381.920013,387.306641,395.029999,403.079987
10/12/11 12:00,10,12,2011,12:00:02 PM,12.0,381.569977,380.316681,379.363312,379.703339,383.42334,386.73999,393.160004,398.81665
10/12/11 12:30,10,12,2011,12:30:02 PM,12.5,379.57666,378.026642,376.449982,376,383.696655,389.963348,397.800018,406.773346
10/12/11 13:00,10,12,2011,1:00:02 PM,13.0,378.68335,377.059967,375.73999,376.196655,383,388.953339,397.343353,404.513336
10/12/11 13:30,10,12,2011,1:30:02 PM,13.5,377.943359,376.319977,374.646637,373.31665,380.329987,387.226654,398.09668,406.730011
10/12/11 14:00,10,12,2011,2:00:02 PM,14.0,377.513336,376.040009,374.47998,373.313354,380.329987,389.256683,398.786713,406.996674
10/12/11 14:30,10,12,2011,2:30:02 PM,14.5,376.842529,375.174988,373.875031,371.934998,376.397522,385.357513,398.487518,409.9375
10/12/11 15:00,10,12,2011,3:00:02 PM,15.0,375.867493,374.139984,372.637512,370.327515,379.67749,388.125,396.382507,405.970001
10/12/11 15:30,10,12,2011,3:30:02 PM,15.5,374.977478,373.287506,371.679993,370.475006,380.985016,392.35498,401.735016,412.080017
10/12/11 16:00,10,12,2011,4:00:02 PM,16.0,374.912476,373.07251,371.695007,372.6875,384.109985,391.554993,405.450012,418.429993
10/12/11 16:30,10,12,2011,4:30:02 PM,16.5,376.102478,374.544983,373.47998,371.552521,377.222504,390.17749,403.942505,414.907532
10/12/11 17:00,10,12,2011,5:00:02 PM,17.0,377.524994,376.654968,376.98999,374.89502,380.817505,392.642487,406.377502,418.852509
10/12/11 17:30,10,12,2011,5:30:02 PM,17.5,379.849976,379.577515,381.580017,384.337494,392.704987,395.665009,406.639984,416.244995
10/12/11 18:00,10,12,2011,6:00:02 PM,18.0,382.482483,383.084991,386.094971,392.155029,398.355011,408.942505,417.122498,421.835022
10/12/11 18:30,10,12,2011,6:30:02 PM,18.5,385.192505,387.492493,389.617493,397.689972,407.197479,409.147491,413.48999,417.279999
10/12/11 19:00,10,12,2011,7:00:02 PM,19.0,387.877502,390.835022,395.455017,405.902496,411.359985,412.650024,417.11499,420.180023
10/12/11 19:30,10,12,2011,7:30:02 PM,19.5,391.177521,394.172485,397.110016,407.990021,418.752502,420.617493,424.907501,428.367493
10/12/11 20:00,10,12,2011,8:00:02 PM,20.0,394.592499,396.797485,398.640015,409.712494,422.872467,424.190002,426.5,429.972473
10/12/11 20:30,10,12,2011,8:30:02 PM,20.5,396.01001,398.725006,404.3125,416.365021,423.9375,426.107513,427.802521,429.82251
10/12/11 21:00,10,12,2011,9:00:02 PM,21.0,399.342499,404.299988,409.532501,417.01001,424.404999,426.549988,428.015015,430.217468
10/12/11 21:30,10,12,2011,9:30:02 PM,21.5,402.470001,406.362488,410.422516,423.584991,431.337494,431.954987,433.932495,436.247498
10/12/11 22:00,10,12,2011,10:00:02 PM,22.0,403.904999,407.192474,411.382507,422.205017,427.202515,426.160004,427.17749,428.754974
10/12/11 22:30,10,12,2011,10:30:02 PM,22.5,404.904999,408.427521,413.070007,423.332489,427.820007,428.372498,429.174988,430.865021
10/12/11 23:00,10,12,2011,11:00:02 PM,23.0,403.017487,406.16748,410.22998,420.580017,424.674988,425.137482,425.669983,427.105011
10/12/11 23:30,10,12,2011,11:30:02 PM,23.5,404.069977,406.905029,410.882507,420.722473,424.959991,424.897522,425.709991,427.190002
11/12/11 0:00,11,12,2011,12:00:02 AM,0.0,405.524994,408.350006,411.02002,422.237518,427.794983,427,427.939972,429.224976
11/12/11 0:30,11,12,2011,12:30:02 AM,0.5,403.469971,406.567505,409.744995,419.76001,428.027527,429.012482,429.402496,430.639984
11/12/11 1:00,11,12,2011,1:00:02 AM,1.0,401.992493,405.457489,410.595001,422.60498,427.41748,426.967468,427.347504,428.919983
11/12/11 1:30,11,12,2011,1:30:02 AM,1.5,403.482513,406.779968,411.612488,421.982513,427.789978,428.445007,429.022522,430.054993
11/12/11 2:00,11,12,2011,2:00:02 AM,2.0,403.709991,407.702515,411.342499,425.487488,430.8125,431.77002,431.95752,432.857483
11/12/11 2:30,11,12,2011,2:30:02 AM,2.5,403.847504,408.162476,412.592529,426.772491,433.154999,432.0625,432.392487,433.307465
11/12/11 3:00,11,12,2011,3:00:02 AM,3.0,405.029968,410.702515,419.672485,430.61499,433.57251,434.042511,434.485016,435.432495
11/12/11 3:30,11,12,2011,3:30:02 AM,3.5,407.160004,414.730011,425.375,433.977509,438.755005,437.832489,438.284973,439.265015
11/12/11 4:00,11,12,2011,4:00:02 AM,4.0,409.127502,420.834991,427.182495,436.890015,439.602478,438.965027,439.382507,440.465027
11/12/11 4:30,11,12,2011,4:30:02 AM,4.5,408.494995,420.277466,432.007507,443.262512,445.600006,444.964996,445.477509,446.369995
11/12/11 5:00,11,12,2011,5:00:02 AM,5.0,410.745026,418.992493,430.412506,449.282501,451.325012,450.445007,450.664978,451.647491
11/12/11 5:30,11,12,2011,5:30:02 AM,5.5,412.180023,421.462494,440.674988,450.609985,453.5,453.414978,453.755005,454.752502
11/12/11 6:00,11,12,2011,6:00:02 AM,6.0,410.059998,422.675018,439.894989,452.602539,455.767487,455.127502,455.362518,456.532532
11/12/11 6:30,11,12,2011,6:30:02 AM,6.5,413.224976,422.425018,436.952515,451.962463,455.537506,456.110016,456.147491,457.180023
11/12/11 7:00,11,12,2011,7:00:02 AM,7.0,413.329987,424.13501,439.652496,451.662476,452.76001,451.792511,452.472473,453.157532
11/12/11 7:30,11,12,2011,7:30:02 AM,7.5,416.967468,424.25,428.455017,448.01001,458.549988,457.900024,458.772491,459.730011
11/12/11 8:00,11,12,2011,8:00:02 AM,8.0,413.54248,415.382507,414.617493,424.452515,452.237488,459.982483,462.144989,464.032501
11/12/11 8:30,11,12,2011,8:30:02 AM,8.5,403.297485,403.264984,401.619995,403.589996,421.054993,439.452484,445.882507,451.372498
11/12/11 9:00,11,12,2011,9:00:02 AM,9.0,397.007507,396.602478,396.127502,400.5,410.157471,424.959991,431.012512,436.660004
11/12/11 9:30,11,12,2011,9:30:02 AM,9.5,392.070007,391.499969,390.41748,392.01001,398.352509,418.077484,425.494995,432.575012
11/12/11 10:00,11,12,2011,10:00:02 AM,10.0,388.972504,387.915009,386.782532,386.575012,391.057495,404.32251,411.719971,416.742523
11/12/11 10:30,11,12,2011,10:30:02 AM,10.5,385.457489,384.507507,383.305023,384.860016,389.932495,399.960022,408.049988,413.825012
11/12/11 11:00,11,12,2011,11:00:02 AM,11.0,382.297516,381.25,379.992493,381.492493,386.429993,395.637512,402.297516,407.642517
11/12/11 11:30,11,12,2011,11:30:02 AM,11.5,381.957489,380.722504,379.777496,380.115021,383.512512,388.624969,396.005005,404.097504
11/12/11 12:00,11,12,2011,12:00:02 PM,12.0,381.764984,380.585022,379.809998,380.399994,384.235016,387.047485,393.285004,400.317505
11/12/11 12:30,11,12,2011,12:30:02 PM,12.5,380.057495,378.642487,377.41748,377.647491,385.057495,392.295013,400.377502,408.807526
11/12/11 13:00,11,12,2011,1:00:02 PM,13.0,379.090027,377.634979,376.382507,376.94751,384.705017,389.752502,398.917511,407.70752
11/12/11 13:30,11,12,2011,1:30:02 PM,13.5,378.455017,377.012482,375.507477,374.664978,381.794983,390.112488,401.507507,412.087524
11/12/11 14:00,11,12,2011,2:00:02 PM,14.0,378.102509,376.622498,375.1875,374.227509,382.54248,395.672516,407.187531,416.17749
11/12/11 14:30,11,12,2011,2:30:02 PM,14.5,377.019989,375.920013,375.410004,375.200012,378.01001,388.320007,401.200012,417.019989
11/12/11 15:00,11,12,2011,3:00:02 PM,15.0,377.559998,376.660004,376.130005,375.660004,377.01001,384.089996,397.369995,417.429993
11/12/11 15:30,11,12,2011,3:30:02 PM,15.5,378.029999,377.339996,377,376.700012,377.630005,382.51001,395.619995,413.190002
11/12/11 16:00,11,12,2011,4:00:02 PM,16.0,378.320007,377.690002,377.369995,377.26001,380.209991,388.709991,400.589996,415.040009
11/12/11 16:30,11,12,2011,4:30:02 PM,16.5,379.640015,378.899994,378.98999,378.769989,382.679993,389.269989,401.959991,415.089996
11/12/11 17:00,11,12,2011,5:00:02 PM,17.0,381.230011,380.720001,381.029999,380.950012,383.929993,391.670013,399.51001,411.369995
11/12/11 17:30,11,12,2011,5:30:02 PM,17.5,382.76001,382.589996,383.380005,386.619995,391.019989,392,396.420013,403.420013
11/12/11 18:00,11,12,2011,6:00:02 PM,18.0,385.649994,385.980011,387.709991,392.630005,396.100006,398.220001,400.140015,404.100006
11/12/11 18:30,11,12,2011,6:30:02 PM,18.5,388.190002,389.01001,390.950012,395.540009,401.149994,401.049988,402.119995,404.630005
11/12/11 19:00,11,12,2011,7:00:02 PM,19.0,390.070007,390.959991,393.380005,398.970001,403.920013,403.200012,404.690002,406.75
11/12/11 19:30,11,12,2011,7:30:02 PM,19.5,391.190002,392.339996,394.329987,403.690002,409.429993,408.290009,408.920013,410.149994
11/12/11 20:00,11,12,2011,8:00:02 PM,20.0,392.070007,394.029999,395.910004,404.23999,412.279999,415.670013,416.839996,418.029999
11/12/11 20:30,11,12,2011,8:30:02 PM,20.5,394.029999,395.440002,396.929993,402.709991,410.320007,412.339996,412.5,414.299988
11/12/11 21:00,11,12,2011,9:00:02 PM,21.0,395.48999,396.959991,398.119995,403.899994,415.600006,417.329987,417.980011,419.540009
11/12/11 21:30,11,12,2011,9:30:02 PM,21.5,397.23999,398.5,399.269989,403.75,414.019989,415.109985,415.75,417.109985
11/12/11 22:00,11,12,2011,10:00:02 PM,22.0,398.390015,399.809998,401.48999,409.190002,417.200012,414.850006,415.269989,416.579987
11/12/11 22:30,11,12,2011,10:30:02 PM,22.5,398.980011,401.279999,403.809998,411.769989,416.140015,417.109985,418.100006,419.140015
11/12/11 23:00,11,12,2011,11:00:02 PM,23.0,400.23999,402.790009,403.829987,409.98999,417.48999,417.790009,418.519989,420.130005
11/12/11 23:30,11,12,2011,11:30:02 PM,23.5,402.309998,403.869995,404.959991,410.609985,417.970001,417.899994,418.269989,419.700012
12/12/11 0:00,12,12,2011,12:00:02 AM,0.0,402.600006,404.26001,405.959991,409.850006,415.320007,413.950012,414.549988,415.079987
12/12/11 0:30,12,12,2011,12:30:02 AM,0.5,400.769989,402.470001,403.660004,409.809998,416.859985,419.179993,418.790009,420.410004
12/12/11 1:00,12,12,2011,1:00:02 AM,1.0,400.279999,401.820007,403.48999,410.369995,415.299988,415.98999,417.51001,418.600006
12/12/11 1:30,12,12,2011,1:30:02 AM,1.5,400.929993,402.649994,404.450012,411.950012,419.779999,417.440002,417.649994,418.339996
12/12/11 2:00,12,12,2011,2:00:02 AM,2.0,400.820007,402.350006,405.220001,415.230011,418.940002,418.480011,418.98999,420
12/12/11 2:30,12,12,2011,2:30:02 AM,2.5,401.75,403.579987,406.76001,415.23999,421.290009,418.769989,419.299988,420.339996
12/12/11 3:00,12,12,2011,3:00:02 AM,3.0,403.73999,407.179993,412.929993,420.75,422.76001,422.970001,423.149994,423.660004
12/12/11 3:30,12,12,2011,3:30:02 AM,3.5,404.160004,408.230011,411,421.839996,428.910004,428.720001,429.109985,429.980011
12/12/11 4:00,12,12,2011,4:00:02 AM,4.0,405.100006,408.160004,411.980011,420.929993,425.98999,425.679993,426.089996,426.559998
12/12/11 4:30,12,12,2011,4:30:02 AM,4.5,405.970001,409.429993,416.549988,426.01001,429.350006,429.049988,428.940002,429.619995
12/12/11 5:00,12,12,2011,5:00:02 AM,5.0,406.149994,411.339996,417.369995,431.73999,433.649994,434.75,435.01001,435.649994
12/12/11 5:30,12,12,2011,5:30:02 AM,5.5,407.170013,412.279999,430.399994,434.98999,436.850006,435.899994,435.920013,436.25
12/12/11 6:00,12,12,2011,6:00:02 AM,6.0,408.640015,420.440002,436.320007,439.950012,440.869995,440.220001,440.429993,441.149994
12/12/11 6:30,12,12,2011,6:30:02 AM,6.5,409.48999,417.880005,438.700012,441.899994,443.049988,442.779999,442.679993,443.76001
12/12/11 7:00,12,12,2011,7:00:02 AM,7.0,408.480011,410.730011,425.170013,437.540009,437.309998,436.809998,437.100006,437.720001
12/12/11 7:30,12,12,2011,7:30:02 AM,7.5,405.48999,406.769989,405.480011,426.5,435.700012,435.929993,435.799988,436.540009
12/12/11 8:00,12,12,2011,8:00:02 AM,8.0,398.940002,399.290009,397.929993,405.130005,430.829987,437.809998,438.540009,440.529999
12/12/11 8:30,12,12,2011,8:30:02 AM,8.5,394.070007,393.799988,392.670013,392.140015,397.670013,411.329987,417.619995,422.609985
12/12/11 9:00,12,12,2011,9:00:02 AM,9.0,391.040009,390.410004,389.529999,389.570007,395.549988,409.220001,413.410004,417.290009
12/12/11 9:30,12,12,2011,9:30:02 AM,9.5,387.76001,387.160004,386.160004,385.820007,389.320007,406.190002,410.630005,418.290009
12/12/11 10:00,12,12,2011,10:00:02 AM,10.0,385.76001,385.100006,384.130005,383.980011,388.089996,397.25,404.440002,410.109985
12/12/11 10:30,12,12,2011,10:30:02 AM,10.5,384.649994,384.079987,383.149994,384.140015,386.950012,397.76001,406.059998,412.01001
12/12/11 11:00,12,12,2011,11:00:02 AM,11.0,383.859985,383.26001,382.859985,385.029999,390.579987,396.170013,402.529999,408.589996
12/12/11 11:30,12,12,2011,11:30:02 AM,11.5,382.640015,381.859985,381.23999,382.779999,387.149994,392.109985,398.459991,408
12/12/11 12:00,12,12,2011,12:00:02 PM,12.0,381.600006,380.630005,379.980011,379.829987,384.170013,388.850006,395.339996,402.839996
12/12/11 12:30,12,12,2011,12:30:02 PM,12.5,380.549988,379.48999,378.579987,378.829987,383.730011,389.390015,395.959991,404.23999
12/12/11 13:00,12,12,2011,1:00:02 PM,13.0,379.910004,378.910004,378.329987,378.769989,386.070007,393.140015,404.619995,413.779999
12/12/11 13:30,12,12,2011,1:30:02 PM,13.5,380.929993,379.600006,378.859985,378,381.529999,386.929993,396.850006,407.980011
12/12/11 14:00,12,12,2011,2:00:02 PM,14.0,379.369995,377.820007,376.600006,375.76001,378.529999,391.309998,402.640015,412.839996
12/12/11 14:30,12,12,2011,2:30:02 PM,14.5,378.25,376.809998,375.5,373.720001,374.130005,385.75,402.600006,415.670013
12/12/11 15:00,12,12,2011,3:00:02 PM,15.0,377.109985,375.720001,374.359985,371.51001,372.799988,385.820007,399.929993,410.970001
12/12/11 15:30,12,12,2011,3:30:02 PM,15.5,376.269989,374.579987,373.059998,370.140015,374.269989,386.350006,399.399994,412.600006
12/12/11 16:00,12,12,2011,4:00:02 PM,16.0,375.5,374.059998,372.76001,370.070007,373.890015,389.549988,410.950012,425.470001
12/12/11 16:30,12,12,2011,4:30:02 PM,16.5,375.829987,374.179993,372.890015,369.609985,375.23999,398.269989,415.170013,428.720001
12/12/11 17:00,12,12,2011,5:00:02 PM,17.0,376.799988,375.640015,374.980011,371.980011,384.26001,394.440002,408.869995,420.059998
12/12/11 17:30,12,12,2011,5:30:02 PM,17.5,379.559998,378.950012,379.059998,383.890015,390.440002,396.559998,404.149994,411.339996
12/12/11 18:00,12,12,2011,6:00:02 PM,18.0,383.600006,383.640015,384.769989,390.820007,393.980011,400.290009,403.880005,410.070007
12/12/11 18:30,12,12,2011,6:30:02 PM,18.5,387.339996,387.859985,388.600006,393.929993,405.049988,405.779999,408.790009,411.350006
12/12/11 19:00,12,12,2011,7:00:02 PM,19.0,389.75,390.820007,392.450012,401.100006,407.570007,411.98999,415.040009,418.25
12/12/11 19:30,12,12,2011,7:30:02 PM,19.5,394.209991,395.040009,396.440002,407.700012,415.320007,414.799988,416.869995,418.850006
12/12/11 20:00,12,12,2011,8:00:02 PM,20.0,397.910004,399.670013,401.880005,416.429993,424.070007,422.410004,423.570007,425.829987
12/12/11 20:30,12,12,2011,8:30:02 PM,20.5,398.529999,402.339996,416.559998,424.450012,428.380005,429.160004,430.019989,431.290009
12/12/11 21:00,12,12,2011,9:00:02 PM,21.0,401.179993,411.929993,427.390015,428.75,429.890015,432.089996,432.660004,433.829987
12/12/11 21:30,12,12,2011,9:30:02 PM,21.5,402.350006,408.390015,416.399994,430.859985,435.029999,434.850006,435.600006,436.410004
12/12/11 22:00,12,12,2011,10:00:02 PM,22.0,400.420013,402.299988,403.829987,418.230011,422.559998,423.660004,423.850006,425.600006
12/12/11 22:30,12,12,2011,10:30:02 PM,22.5,401.899994,403.040009,403.899994,406.480011,409.73999,411.5,412.100006,413.630005
12/12/11 23:00,12,12,2011,11:00:02 PM,23.0,398.829987,399.549988,400.480011,403.970001,406.98999,408.109985,408.309998,409.670013
12/12/11 23:30,12,12,2011,11:30:02 PM,23.5,399.290009,400.130005,401.559998,404.23999,405.790009,405.380005,406.420013,408.209991
13/12/11 0:00,13,12,2011,12:00:02 AM,0.0,402.98999,404.320007,406.100006,408.559998,412.049988,411.410004,412.040009,413.170013
13/12/11 0:30,13,12,2011,12:30:02 AM,0.5,403.570007,405.230011,408.140015,411.579987,415.269989,414.790009,414.940002,415.690002
13/12/11 1:00,13,12,2011,1:00:02 AM,1.0,404.25,406.149994,407.809998,411.209991,414.399994,414.980011,415.619995,416.769989
13/12/11 1:30,13,12,2011,1:30:02 AM,1.5,404.450012,406.670013,408.299988,413.029999,418.440002,419.130005,420.320007,421.170013
13/12/11 2:00,13,12,2011,2:00:02 AM,2.0,402.720001,405.309998,407.390015,415.980011,421.109985,422.429993,422.420013,424.079987
13/12/11 2:30,13,12,2011,2:30:02 AM,2.5,401.649994,403.679993,405.670013,415.809998,421.399994,421.230011,421.75,423.23999
13/12/11 3:00,13,12,2011,3:00:02 AM,3.0,401.089996,402.679993,403.579987,413,417.649994,418.720001,419.540009,420.440002
13/12/11 3:30,13,12,2011,3:30:02 AM,3.5,403.209991,404.730011,406.51001,414.570007,421.109985,418.859985,419.700012,421.299988
13/12/11 4:00,13,12,2011,4:00:02 AM,4.0,403.220001,405.480011,406.670013,419.140015,422.480011,423.369995,423.309998,424.369995
13/12/11 4:30,13,12,2011,4:30:02 AM,4.5,402.429993,405.799988,411.459991,426.75,428.390015,427.529999,428.320007,429.609985
13/12/11 5:00,13,12,2011,5:00:02 AM,5.0,404.380005,407.209991,415.339996,432.01001,434.890015,433.609985,433.839996,434.910004
13/12/11 5:30,13,12,2011,5:30:02 AM,5.5,404.75,412.200012,425.950012,433.859985,436.529999,436.579987,436.709991,437.869995
13/12/11 6:00,13,12,2011,6:00:02 AM,6.0,404.910004,411.200012,422.549988,436.720001,439.709991,437.980011,438.209991,439.25
13/12/11 6:30,13,12,2011,6:30:02 AM,6.5,408.230011,415.01001,418,437.700012,443.25,442.290009,442.619995,443.76001
